street,suburb,government_area,market,country,country_code,is_location_exact,type,Latitude,Longitude
Montréal,Montreal,Verdun,Montreal,Canada,CA,True,Point,45.45147,-73.54677
Montréal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.52783,-73.57711
Hong Kong,Hong Kong,Islands,Hong Kong,Hong Kong,HK,True,Point,22.29375,113.95126
Montréal,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montreal,Canada,CA,False,Point,45.54136,-73.70265
Baulkham Hills,Sydney,The Hills Shire,Sydney,Australia,AU,True,Point,-33.76091,150.97336
Dee Why,Sydney,Warringah,Sydney,Australia,AU,True,Point,-33.75445,151.29191
Okmeydanı,Beyoglu,Beyoglu,Istanbul,Turkey,TR,False,Point,41.05187,28.95901
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39397,2.17051
İstanbul,Kadıköy,Kadikoy,Istanbul,Turkey,TR,True,Point,40.95928,29.08179
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.983219377528822,-43.19112038902159
Flamengo,Catete,Catete,Rio De Janeiro,Brazil,BR,True,Point,-22.925439862942348,-43.17823418639687
Willoughby,Willoughby,Willoughby,Sydney,Australia,AU,True,Point,-33.79938,151.19685
Curl Curl,Sydney,Warringah,Sydney,Australia,AU,True,Point,-33.77223,151.2904
Barcelona,Eixample,la Sagrada Família,Barcelona,Spain,ES,True,Point,41.40387,2.1788
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49718,-73.57347
Brooklyn ,Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,False,Point,40.68915,-73.95623
Hong Kong,Mong Kok,Kowloon City,Hong Kong,Hong Kong,HK,True,Point,22.31843,114.17397
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.31769,114.16965
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.50792,-73.57632
Rio,Lapa,Centro,Rio De Janeiro,Brazil,BR,True,Point,-22.91219053052872,-43.1742493081525
Vila Nova de Gaia,Porto,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,True,Point,41.12162,-8.59691
Lahaina,Napili/Honokowai,Lahaina,Maui,United States,US,True,Point,20.99038,-156.66469
Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Barcelona,Spain,ES,True,Point,41.40416,2.13589
Princeville,Kauaʻi,North Shore Kauai,Kauai,United States,US,True,Point,22.22622,-159.48153
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51878,-73.57334
Montréal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51169,-73.57113
Bakırköy,Istanbul,Bakirkoy,Istanbul,Turkey,TR,False,Point,40.97442,28.87645
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.2838,114.15004
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03743,28.97545
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,True,Point,41.00667,28.97072
Istanbul,Cihangir,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03333,28.97899
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,False,Point,41.3846,2.1737
Montréal,Mercier-Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,True,Point,45.54561,-73.54863
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.3973,2.17445
Porto,Porto,Ramalde,Porto,Portugal,PT,True,Point,41.16865,-8.6264
Montréal,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montreal,Canada,CA,False,Point,45.55934,-73.66589
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39858,2.17372
Barcelona,Guinardó,el Guinardó,Barcelona,Spain,ES,True,Point,41.41463,2.17877
Zetland,Zetland,Sydney,Sydney,Australia,AU,True,Point,-33.90945,151.21104
Erskineville,Erskineville,Sydney,Sydney,Australia,AU,True,Point,-33.89885,151.18387
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.52899,-73.57535
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28425,114.14937
Barcelona,Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39064,2.16664
Brooklyn,Crown Heights,Crown Heights,New York,United States,US,True,Point,40.67085,-73.92316
Montréal,Gay Village,Ville-Marie,Montreal,Canada,CA,True,Point,45.5173,-73.55932
Montréal,Old Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.50058,-73.55881
Vila Nova de Gaia,Porto,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,True,Point,41.1214,-8.59938
Millers Point,Millers Point,Sydney,Sydney,Australia,AU,True,Point,-33.85929,151.2027
New Territories,Hong Kong,Islands,Hong Kong,Hong Kong,HK,False,Point,22.29475,114.02
Dudullu Osb,Istanbul,Atasehir,Istanbul,Turkey,TR,False,Point,40.9763,29.1343
Hong Kong,Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28769,114.14263
Barcelona,Sant Martí,el Besòs i el Maresme,Barcelona,Spain,ES,True,Point,41.41948,2.20945
Montréal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51705,-73.58449
Barcelona,La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,False,Point,41.4073,2.18163
Barcelona,La Vila Olímpica,la Vila Olímpica del Poblenou,Barcelona,Spain,ES,False,Point,41.39184,2.19103
Custóias,Porto,Custóias,Porto,Portugal,PT,True,Point,41.20109,-8.64083
Alexandria,Alexandria,Sydney,Sydney,Australia,AU,False,Point,-33.90587,151.19281
Potts Point,Potts Point,Sydney,Sydney,Australia,AU,True,Point,-33.87245,151.22298
Surry Hills,Surry Hills,Sydney,Sydney,Australia,AU,True,Point,-33.88036,151.20932
Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Barcelona,Spain,ES,True,Point,41.41021,2.13289
Hong Kong Island,Happy Valley,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.27081,114.18573
Montréal,Le Plateau,Ville-Marie,Montreal,Canada,CA,True,Point,45.53148,-73.56264
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.53236,-73.56457
Chiswick,Chiswick,Canada Bay,Sydney,Australia,AU,True,Point,-33.85079,151.13815
Neutral Bay,Neutral Bay,North Sydney,Sydney,Australia,AU,False,Point,-33.83853,151.22108
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,True,Point,41.37391,2.15466
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03429,28.98827
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,True,Point,40.99294,29.03181
Redfern,Redfern,Sydney,Sydney,Australia,AU,True,Point,-33.89437,151.21113
Porto,Porto,Bonfim,Porto,Portugal,PT,True,Point,41.14641,-8.59829
İkitelli Osb,Istanbul,Basaksehir,Istanbul,Turkey,TR,True,Point,41.06395,28.80665
Sarıyer,Beşiktaş,Sariyer,Istanbul,Turkey,TR,False,Point,41.08823,29.04535
Sarıyer,Istanbul,Sariyer,Istanbul,Turkey,TR,False,Point,41.14727,29.0482
Vila Nova de Gaia,Porto,Canidelo,Porto,Portugal,PT,True,Point,41.13057,-8.65134
Montréal,Westmount,Ville-Marie,Montreal,Canada,CA,True,Point,45.49015,-73.58772
Porto,Porto,Cedofeita,Porto,Portugal,PT,False,Point,41.15034,-8.60637
Porto,Porto,Ramalde,Porto,Portugal,PT,True,Point,41.16132,-8.64467
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15895,-8.62669
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03971,28.98269
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,False,Point,41.39382,2.1728
Brooklyn,Brooklyn,Crown Heights,New York,United States,US,True,Point,40.67652,-73.95713
Brooklyn,Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,True,Point,40.6889,-73.95383
Dover Heights,Rose Bay/Dover Heights,Woollahra,Sydney,Australia,AU,True,Point,-33.86715,151.27519
Hong Kong,Hong Kong,Islands,Hong Kong,Hong Kong,HK,False,Point,22.29162,113.94273
Porto,Porto,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,False,Point,41.16035,-8.65454
Hong Kong,King's Park,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30672,114.17219
Dee Why,Sydney,Warringah,Sydney,Australia,AU,True,Point,-33.75595,151.29039
九龍,Hung Hom,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.30004,114.18605
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,False,Point,22.27852,114.18425
Taksim,Cihangir,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03038,28.97933
Ipanema,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.983508564264493,-43.20362663891892
Barcelona,Sants-Montjuïc,Sants,Barcelona,Spain,ES,True,Point,41.37637,2.13627
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,False,Point,41.02702,28.97536
Rio,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.969865695516564,-43.18076965018176
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30012,114.17145
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,True,Point,41.00321,28.98025
İstanbul,Istanbul,Kucukcekmece,Istanbul,Turkey,TR,False,Point,40.99693,28.7871
North Sydney,Neutral Bay,North Sydney,Sydney,Australia,AU,True,Point,-33.84401,151.21632
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14971,-8.61292
Montreal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49998,-73.58108
Montréal,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montreal,Canada,CA,True,Point,45.5496,-73.64632
Queens,Queens,Bay Terrace,New York,United States,US,True,Point,40.78645,-73.77958
Canidelo,Porto,Canidelo,Porto,Portugal,PT,True,Point,41.12854,-8.6419
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39902,2.16417
Leblon,Leblon,Leblon,Rio De Janeiro,Brazil,BR,True,Point,-22.98140315231524,-43.22393926567802
Montréal,Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,True,Point,45.50395,-73.62714
Coogee,Coogee,Randwick,Sydney,Australia,AU,False,Point,-33.9208,151.25051
中环,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.28446,114.14901
Barcelona,Sant Pere/Santa Caterina,Sant Pere,Barcelona,Spain,ES,False,Point,41.38683,2.18038
Barcelona,Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,False,Point,41.38471,2.15149
Koloa,Kauaʻi,Koloa-Poipu,Kauai,United States,US,True,Point,21.8749,-159.44654
Küçükçekmece,Istanbul,Kucukcekmece,Istanbul,Turkey,TR,False,Point,41.05377,28.78166
Porto,Porto,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,True,Point,41.14587,-8.6312
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.3044,114.17065
Barcelona,El Besòs i el Maresme,el Besòs i el Maresme,Barcelona,Spain,ES,True,Point,41.41263,2.21656
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15974,-8.60737
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.29879,114.17189
Hong Kong,Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,False,Point,22.33658,114.14156
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28684,114.14509
Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,Barcelona,Spain,ES,False,Point,41.40303,2.14504
New York,Manhattan,Chelsea,New York,United States,US,True,Point,40.74316,-74.00004
Hong Kong,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.29826,114.17214
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.07439,28.99452
Beyoğlu,Cihangir,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03433,28.98532
Vila do Conde,Porto,Vila do Conde,Porto,Portugal,PT,True,Point,41.35085,-8.75351
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27802,114.18239
Hong Kong Island,Hong Kong,Kwai Tsing,Hong Kong,Hong Kong,HK,False,Point,22.36362,114.12116
Darlinghurst,Darlinghurst,Sydney,Sydney,Australia,AU,True,Point,-33.87649,151.21246
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14422,-8.61221
Wailea-Makena,Maui,Kihei-Makena,Maui,United States,US,False,Point,20.6892,-156.44118
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14765,-8.61876
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.49661,-73.57056
Bondi Beach,Bondi Beach,Waverley,Sydney,Australia,AU,True,Point,-33.89523,151.27387
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,True,Point,22.28483,114.15185
Barcelona,Sants-Montjuïc,la Font de la Guatlla,Barcelona,Spain,ES,True,Point,41.37094,2.14544
Bronte,Bronte,Waverley,Sydney,Australia,AU,True,Point,-33.9004,151.26521
Vila Nova de Gaia,Porto,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,False,Point,41.11709,-8.60886
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.50111,-73.57849
Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Montreal,Canada,CA,True,Point,45.49385,-73.79282
Elizabeth Bay,Elizabeth Bay/Rushcutters Bay,Sydney,Sydney,Australia,AU,True,Point,-33.87439,151.22773
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,True,Point,41.12383,-8.6206
Vila Nova de Gaia,Porto,Mafamude e Vilar do Paraíso,Porto,Portugal,PT,True,Point,41.12929,-8.60621
Monterey,Monterey,Rockdale,Sydney,Australia,AU,True,Point,-33.97339,151.15043
Barcelona,El Raval,el Raval,Barcelona,Spain,ES,False,Point,41.38471,2.1697
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,True,Point,41.13615,-8.62662
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15158,-8.61443
Beverly Hills,Beverly Hills,Hurstville,Sydney,Australia,AU,False,Point,-33.94626,151.08673
Dee Why,Sydney,Warringah,Sydney,Australia,AU,False,Point,-33.7546,151.29581
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.965476099031008,-43.17968350439843
Montréal,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,True,Point,45.54917,-73.57309
Barcelona,Eixample,el Fort Pienc,Barcelona,Spain,ES,True,Point,41.39332,2.18066
Montréal,Old Port,Ville-Marie,Montreal,Canada,CA,True,Point,45.50182,-73.55863
Montréal,Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montreal,Canada,CA,True,Point,45.63219,-73.61068
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15812,-8.60491
Hong Kong Island,Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.28498,114.14157
Porto,Porto,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,True,Point,41.15483,-8.62891
Curicica,Rio De Janeiro,Curicica,Rio De Janeiro,Brazil,BR,True,Point,-22.943987570940173,-43.38317917864104
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,False,Point,41.04352,28.98415
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,True,Point,40.98682,29.03738
Vila do Conde,Porto,Vila do Conde,Porto,Portugal,PT,True,Point,41.36072,-8.75701
Montréal,La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,True,Point,45.54885,-73.5938
Montréal,Villeray,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,True,Point,45.53843,-73.61981
Hong Kong Island,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.27511,114.1259
Hong Kong,Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.32252,114.16968
Vila Nova de Gaia,Porto,Oliveira do Douro,Porto,Portugal,PT,False,Point,41.13317,-8.599
Woolloomooloo,Woolloomooloo,Sydney,Sydney,Australia,AU,True,Point,-33.8716,151.21914
Lahaina,Maui,Lahaina,Maui,United States,US,False,Point,20.85909,-156.66905
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.52347,-73.5848
Montréal,Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,True,Point,45.45644,-73.63988
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,True,Point,21.2946,-157.79939
Kailua,Oʻahu,Koolaupoko,Oahu,United States,US,True,Point,21.3938,-157.71895
Beyoğlu,Karaköy,Beyoglu,Istanbul,Turkey,TR,True,Point,41.02758,28.97444
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14843,-8.60613
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.51285,-73.57488
Barcelona,El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,True,Point,41.38634,2.1746
Junqueira,Other (International),Junqueira,Other (International),Portugal,PT,True,Point,40.80005,-8.33777
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,True,Point,41.04858,28.98502
Kihei,Maui,Kihei-Makena,Maui,United States,US,True,Point,20.7079,-156.44299
Montréal,Downtown Montreal,Le Sud-Ouest,Montreal,Canada,CA,True,Point,45.49096,-73.55964
İstanbul,Cihangir,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03054,28.97929
İstanbul,Kadıköy,Kadikoy,Istanbul,Turkey,TR,False,Point,40.95592,29.08891
Potts Point,Potts Point,Sydney,Sydney,Australia,AU,True,Point,-33.87451,151.2222
Barcelona,L'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,True,Point,41.39273,2.1454
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,True,Point,22.30337,114.17315
Porto,Porto,Aldoar,Porto,Portugal,PT,False,Point,41.16528,-8.67529
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15167,-8.61376
Şişli,Taksim,Sisli,Istanbul,Turkey,TR,False,Point,41.04217,28.98313
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.53623,-73.57112
Honolulu,McCully/Moiliili,Primary Urban Center,Oahu,United States,US,True,Point,21.29037,-157.82755
Istanbul,Cihangir,Beyoglu,Istanbul,Turkey,TR,False,Point,41.03203,28.98564
Jordan,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.30545,114.17131
Saint Peters,St Peters,Marrickville,Sydney,Australia,AU,False,Point,-33.9118,151.17826
Lachine ,Lachine,Lachine,Montreal,Canada,CA,False,Point,45.43375,-73.69629
Rio,Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,True,Point,-22.91883814648638,-43.179866419091326
Dorval,Dorval,Dorval,Montreal,Canada,CA,True,Point,45.45358,-73.76779
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15038,-8.61564
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27639,114.17963
Ipanema,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,True,Point,-22.985192888934357,-43.19369643242798
Barcelona,El Clot,el Clot,Barcelona,Spain,ES,True,Point,41.41355,2.18758
Montréal,Quartier des Spectacles,Ville-Marie,Montreal,Canada,CA,True,Point,45.51014,-73.56084
Montréal,Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,True,Point,45.50528,-73.62276
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.982918380828945,-43.19072719492715
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,False,Point,22.31666,114.17024
Porto,Porto,Bonfim,Porto,Portugal,PT,True,Point,41.16037,-8.5978
Montréal,Ahuntsic-Cartierville,Ahuntsic-Cartierville,Montreal,Canada,CA,True,Point,45.55895,-73.66881
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,False,Point,41.379,2.17579
Mosman,Mosman,Mosman,Sydney,Australia,AU,True,Point,-33.82071,151.23545
Westmount,Westmount,Westmount,Montreal,Canada,CA,True,Point,45.48857,-73.58559
Brooklyn,Clinton Hill,Bedford-Stuyvesant,New York,United States,US,True,Point,40.69284,-73.96065
Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,Spain,ES,False,Point,41.40968,2.21416
Shenzhen Shi,Hong Kong,Yuen Long,Hong Kong,China,CN,True,Point,22.51084,114.06117
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,True,Point,41.05426,28.98958
Üsküdar,Üsküdar,Uskudar,Istanbul,Turkey,TR,True,Point,41.02706,29.0379
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,True,Point,22.27839,114.1842
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,True,Point,41.03957,28.97966
Shenzhen Shi,Hong Kong,North,Hong Kong,China,CN,False,Point,22.53663,114.12644
Montréal,Hochelaga-Maisonneuve,Ville-Marie,Montreal,Canada,CA,False,Point,45.53739,-73.55054
Kihei,Maui,Kihei-Makena,Maui,United States,US,True,Point,20.75288,-156.45071
Montréal,Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,True,Point,45.52362,-73.60518
Grajau,Grajaú,Grajaú,Rio De Janeiro,Brazil,BR,True,Point,-22.919667645231225,-43.254812622976
Beşiktaş,Beşiktaş,Besiktas,Istanbul,Turkey,TR,False,Point,41.04537,29.00816
Büyükçekmece,Istanbul,Buyukcekmece,Istanbul,Turkey,TR,False,Point,41.02628,28.59058
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,True,Point,41.05979,28.98566
Montréal,Little Burgundy,Le Sud-Ouest,Montreal,Canada,CA,True,Point,45.48745,-73.57575
Porto,Porto,Bonfim,Porto,Portugal,PT,True,Point,41.16029,-8.60027
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,True,Point,21.31008,-157.85041
New Territories,Hong Kong,Tuen Mun,Hong Kong,Hong Kong,HK,False,Point,22.40478,113.97528
Matosinhos,Porto,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,True,Point,41.18075,-8.67185
Leme,Leme,Leme,Rio De Janeiro,Brazil,BR,True,Point,-22.96285368052704,-43.172436514896255
Bakırköy,Istanbul,Bakirkoy,Istanbul,Turkey,TR,True,Point,40.97825,28.87705
Barcelona,Eixample,la Sagrada Família,Barcelona,Spain,ES,True,Point,41.40102,2.1749
Humaitá,Humaitá,Humaitá,Rio De Janeiro,Brazil,BR,True,Point,-22.95792977662092,-43.1997376615213
Istanbul,Istanbul,Kagithane,Istanbul,Turkey,TR,False,Point,41.0892,28.98092
Brooklyn,Greenpoint,Greenpoint,New York,United States,US,True,Point,40.73714,-73.95296
Montréal,Cote-des-Neiges-Notre-Dame-de-Grace,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Canada,CA,True,Point,45.51187,-73.62332
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,True,Point,41.13627,-8.61138
Barcelona,Ciutat Vella,el Raval,Barcelona,Spain,ES,True,Point,41.3781,2.17466
TA KWU LING FANLING,Hong Kong,North,Hong Kong,Hong Kong,HK,True,Point,22.52856,114.15282
Forest Lodge,Forest Lodge,Sydney,Sydney,Australia,AU,True,Point,-33.88433,151.18108
Montréal,Old Rosemont,Rosemont-La Petite-Patrie,Montreal,Canada,CA,True,Point,45.55707,-73.57521
Barcelona,Sant Martí,el Besòs i el Maresme,Barcelona,Spain,ES,False,Point,41.41612,2.21576
Beşiktaş/ bebek,Beşiktaş,Besiktas,Istanbul,Turkey,TR,True,Point,41.07731,29.03891
Porto,Porto,Paranhos,Porto,Portugal,PT,True,Point,41.16556,-8.60043
Porto,Porto,Bonfim,Porto,Portugal,PT,False,Point,41.14889,-8.59822
Barcelona,Sant Pere/Santa Caterina,Sant Pere,Barcelona,Spain,ES,True,Point,41.38848,2.17317
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.50023,-73.58082
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,True,Point,41.39243,2.1747
Lachine ,Lachine,Lachine,Montreal,Canada,CA,False,Point,45.43426,-73.69669
Montréal-Est,Rivière-des-Prairies-Pointe-aux-Trembles,Rivière-des-Prairies-Pointe-aux-Trembles,Montreal,Canada,CA,True,Point,45.63482,-73.50062
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.1496,-8.60451
Beşiktaş,Üsküdar,Uskudar,Istanbul,Turkey,TR,False,Point,41.00184,29.04929
Beyoğlu,Karaköy,Beyoglu,Istanbul,Turkey,TR,True,Point,41.02752,28.97872
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.14555,-8.60233
Hong Kong,Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,False,Point,22.2876,114.1356
Porto,Porto,Cedofeita,Porto,Portugal,PT,True,Point,41.15133,-8.60636
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,True,Point,41.13396,-8.60731
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,False,Point,-22.982693396483548,-43.22165332153727
Rio De Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,False,Point,-22.973207953474823,-43.18822533645001
Barcelona,Sant Antoni,Sant Antoni,Barcelona,Spain,ES,True,Point,41.37541,2.16108
Hong Kong,Hong Kong,Sha Tin,Hong Kong,Hong Kong,HK,True,Point,22.37172,114.17678
Barcelona,El Besòs i el Maresme,el Besòs i el Maresme,Barcelona,Spain,ES,True,Point,41.41214,2.2145
Kadıköy,Moda,Kadikoy,Istanbul,Turkey,TR,False,Point,40.98713,29.0258
Copacabana,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,True,Point,-22.97805931377289,-43.19108109985895
Barcelona,Ciutat Vella,Sant Pere,Barcelona,Spain,ES,False,Point,41.3872,2.17668
Adalar,Istanbul,Adalar,Istanbul,Turkey,TR,False,Point,40.88264,29.06477
Montréal,Outremont,Outremont,Montreal,Canada,CA,True,Point,45.52276,-73.60989
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,True,Point,45.51239,-73.55908
